team,roster_position,broad_group,group_source,bio_group,unit,depth,player,class,is_transfer,redshirt,projected_slot
Clemson,WLB,LB,label,LB,DEF,1,Jeremiah Alexander,SR,True,True,1.0
Clemson,MLB,LB,label,LB,DEF,1,Sammy Brown,JR,False,False,2.0
Pittsburgh,RG,IOL,label,,OFF,1,BJ Williams,SR,False,False,4.0
Pittsburgh,C,IOL,label,,OFF,1,Ryan Carretta,JR,False,True,3.0
Pittsburgh,LG,IOL,label,,OFF,1,Keylen Davis,SR,True,True,2.0
Pittsburgh,LT,OT,label,,OFF,1,Kendall Stanley,SR,True,True,1.0
Pittsburgh,WR-SL,WR,label,WR,OFF,1,Bryce Yates,SO,False,False,3.0
Pittsburgh,WR-Z,WR,label,,OFF,1,Cataurus Hicks,JR,True,True,2.0
Pittsburgh,WR-X,WR,label,WR,OFF,1,Malik Knight,SR,True,True,1.0
Coastal Carolina,RG,IOL,label,,OFF,1,Daughtry Richardson,SR,False,True,5.0
Coastal Carolina,LT,OT,label,,OFF,1,Daniel Jones,JR,False,False,1.0
Coastal Carolina,LG,IOL,label,,OFF,1,Apisa Poumele,SR,False,True,4.0
Coastal Carolina,C,IOL,label,,OFF,1,Kain McDonald,SO,False,False,2.0
Coastal Carolina,WR-Z,WR,label,WR,OFF,1,Tristian Gardner,SO,False,False,4.0
Coastal Carolina,WR-X,WR,label,WR,OFF,1,Karmello English,SR,False,False,1.0
Coastal Carolina,WR-SL,WR,label,WR,OFF,1,Robby Washington,JR,False,True,2.0
Clemson,SS,SAF,label,SAF,DEF,1,Jerome Carter III,JR,True,False,1.0
Pittsburgh,RDE,EDGE,label,EDGE,DEF,1,Jimmy Scott,SR,False,True,2.0
Penn State,LDT,DT,label,DT,DEF,1,Armstrong Nnodim,SO,True,True,1.0
Penn State,SS,SAF,label,SAF,DEF,1,Marcus Neal Jr.,JR,True,False,1.0
Penn State,NB,CB,bio,SAF,DEF,1,Zion Tracy,SR,False,False,3.0
Penn State,FS,SAF,label,SAF,DEF,1,Jeremiah Cooper,SR,True,True,2.0
Penn State,RCB,CB,label,CB,DEF,1,Audavion Collins,SR,True,True,2.0
Penn State,LCB,CB,label,CB,DEF,1,Daryus Dixson,SO,False,False,1.0
Coastal Carolina,WLB,LB,label,LB,DEF,1,Se'Von McDowell,JR,False,False,3.0
Coastal Carolina,SLB,LB,label,LB,DEF,1,Donovan Grayson,JR,False,True,1.0
Coastal Carolina,MLB,LB,label,LB,DEF,1,Tray Brown,SR,False,True,2.0
Coastal Carolina,NT,DT,label,DT,DEF,1,Ahmad Poole,SR,False,True,1.0
Coastal Carolina,LDE,EDGE,label,EDGE,DEF,1,Ibrahim Diawara,SR,False,True,1.0
Coastal Carolina,RB,RB,label,RB,OFF,1,Dominic Knicely,SO,False,False,1.0
Coastal Carolina,QB,QB,label,QB,OFF,1,Trever Jackson,SO,False,True,1.0
Coastal Carolina,TE,TE,label,TE,OFF,1,Zach Courtney,SR,False,True,1.0
Coastal Carolina,RT,OT,label,,OFF,1,Tray Franklin,SR,False,True,3.0
Pittsburgh,RT,OT,label,,OFF,1,Ryan Baer,SR,False,True,5.0
Penn State,RT,OT,label,,OFF,1,Anthony Donkoh,JR,False,True,5.0
Penn State,RG,IOL,label,,OFF,1,Cooper Cousins,JR,False,False,4.0
Penn State,RDE,EDGE,label,EDGE,DEF,1,Max Granville,SO,False,True,2.0
Penn State,LDE,EDGE,label,EDGE,DEF,1,Yvan Kemajou,SO,False,False,1.0
Penn State,RB,RB,label,RB,OFF,1,Carson Hansen,SR,True,False,1.0
Colorado,LT,OT,label,,OFF,1,Bo Hughley,JR,True,True,1.0
Colorado,WR-SL,WR,label,WR,OFF,1,Danny Scudero,SR,True,False,3.0
Colorado,WR-Z,WR,label,WR,OFF,1,Joseph Williams,JR,True,False,2.0
Colorado,WR-X,WR,label,WR,OFF,1,DeAndre Moore Jr.,SR,True,False,1.0
Coastal Carolina,SS,SAF,label,SAF,DEF,1,Jesse Powell II,SR,False,True,2.0
Coastal Carolina,ROVER,SAF,default,,DEF,1,Chris Henry,SO,False,True,1.0
Coastal Carolina,FS,SAF,label,SAF,DEF,1,Myles Woods,JR,False,False,3.0
Coastal Carolina,LCB,CB,label,CB,DEF,1,Chase Jackson,SO,False,True,1.0
Penn State,WLB,LB,label,LB,DEF,1,Tony Rojas,JR,False,True,1.0
Penn State,MLB,LB,label,LB,DEF,1,Kooper Ebel,SR,True,False,2.0
Penn State,RDT,DT,label,DT,DEF,1,Keanu Williams,SR,True,True,2.0
Oregon State,FS,SAF,label,SAF,DEF,1,Harlem Howard,JR,True,True,2.0
Oregon State,SS,SAF,label,SAF,DEF,1,RJ Whitten,SO,True,False,1.0
Oregon State,RCB,CB,label,CB,DEF,1,Trey Glasper,SO,False,False,2.0
Oregon State,LCB,CB,label,CB,DEF,1,Exodus Ayers,SO,False,True,1.0
Penn State,LT,OT,label,,OFF,1,Malachi Goodman,FR,False,True,1.0
Penn State,LG,IOL,label,,OFF,1,Trevor Buhr,JR,True,True,2.0
Penn State,C,IOL,label,,OFF,1,Brock Riker,SO,True,True,3.0
Penn State,WR-Z,WR,label,WR,OFF,1,Brett Eskildsen,JR,True,False,2.0
Penn State,WR-X,WR,label,WR,OFF,1,Chase Sowell,SR,True,True,1.0
Colorado,TE,TE,label,TE,OFF,1,Zach Atkins,SR,True,True,1.0
Colorado,RT,OT,label,,OFF,1,Larry Johnson III,SR,True,True,5.0
Colorado,RG,IOL,label,,OFF,1,Jayvon McFadden,FR,True,True,4.0
Colorado,C,IOL,label,,OFF,1,Demetrius Hunter,GR,True,False,3.0
Colorado,LG,IOL,label,,OFF,1,Yahya Attia,SO,False,True,2.0
Penn State,QB,QB,label,QB,OFF,1,Rocco Becht,SR,True,True,1.0
Penn State,TE,TE,label,TE,OFF,1,Andrew Rappleyea,JR,False,True,1.0
Oregon State,QB,QB,label,QB,OFF,1,Maalik Murphy,SR,True,True,1.0
Oregon State,TE,TE,label,TE,OFF,1,Eric Olsen,SR,True,True,1.0
Oregon State,MLB,LB,label,LB,DEF,1,Aiden Sullivan,SR,True,True,2.0
Oregon State,WLB,LB,label,LB,DEF,1,Raesjon Davis,SR,True,True,1.0
Oregon State,DT,DT,label,DT,DEF,1,Jacob Schuster,SR,True,True,2.0
Oregon State,NT,DT,label,DT,DEF,1,Tygee Hill,SR,True,True,1.0
Oregon State,RDE,EDGE,label,EDGE,DEF,1,Ish Findlayter,JR,True,True,2.0
Oregon State,LDE,EDGE,label,EDGE,DEF,1,Takari Hickle,SR,False,True,1.0
Colorado,DT,DT,label,DT,DEF,1,Santana Hopper,SR,True,True,2.0
Colorado,NT,DT,label,DT,DEF,1,Dylan Manuel,JR,True,False,1.0
Colorado,RDE,EDGE,label,EDGE,DEF,1,Vili Taufatofua,SR,True,True,2.0
Colorado,LDE,EDGE,label,EDGE,DEF,1,Immanuel Ezeogu,SO,True,True,1.0
Colorado,RB,RB,label,RB,OFF,1,Richard Young,JR,True,True,1.0
Colorado,QB,QB,label,QB,OFF,1,Julian Lewis,FR,False,True,1.0
Penn State,WR-F,WR,label,WR,OFF,1,Koby Howard,SO,False,False,3.0
Oregon State,NB,CB,default,,DEF,1,Sailasa Vadrawale III,JR,True,True,3.0
Oregon,RCB,CB,label,CB,DEF,1,Brandon Finney Jr.,SO,False,False,2.0
Oregon,LCB,CB,label,CB,DEF,1,Ify Obidegwu,SO,False,True,1.0
Oregon State,RT,OT,label,,OFF,1,Teko Shoats,JR,True,False,5.0
Oregon State,RG,IOL,label,,OFF,1,Tyler Voltin,SR,False,True,4.0
Oregon State,C,IOL,label,,OFF,1,Nathan Elu,SR,False,True,3.0
Oregon State,LG,IOL,label,,OFF,1,Carter Guillaume,SO,True,True,2.0
Oregon State,LT,OT,label,,OFF,1,Kwan Johnson,SO,True,True,1.0
Oregon State,WR-SL,WR,label,WR,OFF,1,Aeryn Hampton,SO,True,True,3.0
Oregon State,WR-Z,WR,label,WR,OFF,1,Xayvion Noland,JR,True,True,2.0
Oregon State,WR-X,WR,label,WR,OFF,1,Eddie Freauff,SO,False,True,1.0
Oregon,MONEY,LB,bio,LB,DEF,1,Jerry Mixon,SR,False,False,1.0
Colorado,RCB,CB,label,CB,DEF,1,Justin Eaglin,SR,True,True,2.0
Colorado,LCB,CB,label,CB,DEF,1,Cree Thomas,FR,True,True,1.0
Colorado,MLB,LB,label,LB,DEF,1,Gideon Lampron,SR,True,True,2.0
Colorado,WLB,LB,label,LB,DEF,1,Liona Lefau,SR,True,False,1.0
Oregon State,RB,RB,label,RB,OFF,1,Cornell Hatcher Jr.,SO,False,True,1.0
Oregon,QB,QB,label,QB,OFF,1,Dante Moore,JR,True,True,1.0
Oregon,TE,TE,label,TE,OFF,1,Jamari Johnson,JR,True,True,1.0
Oregon,DT,DT,label,DT,DEF,1,A'Mauri Washington,SR,False,False,2.0
Oregon,NT,DT,label,DT,DEF,1,Bear Alexander,SR,True,True,1.0
Oregon,JACK,EDGE,default,LB,DEF,1,Teitum Tuioti,SR,False,False,2.0
Oregon,DE,EDGE,label,EDGE,DEF,1,Matayo Uiagalelei,SR,False,False,1.0
Colorado State,WR-SL,WR,label,WR,OFF,1,Tommy Maher,JR,False,False,3.0
Colorado State,WR-Z,WR,label,WR,OFF,1,Lavon Brown,JR,False,True,2.0
Colorado State,WR-X,WR,label,WR,OFF,1,Jordan Mosley,GR,True,False,1.0
Colorado,NB,CB,bio,SAF,DEF,1,Boo Carter,JR,True,False,3.0
Colorado,FS,SAF,label,SAF,DEF,1,Naeten Mitchell,JR,True,True,2.0
Colorado,SS,SAF,label,SAF,DEF,1,Randon Fontenette,SR,True,False,1.0
Oregon,MAC,LB,label,LB,DEF,1,Devon Jackson,SR,False,True,1.0
Oregon,NB,CB,bio,,DEF,1,Carl Williams IV,JR,True,True,3.0
Oregon,FS,SAF,label,SAF,DEF,1,Aaron Flowers,SO,False,True,2.0
Oregon,SS,SAF,label,SAF,DEF,1,Koi Perich,JR,True,False,1.0
Oregon,WR-X,WR,label,WR,OFF,1,Dakorien Moore,SO,False,False,1.0
Ole Miss,BUCK,EDGE,default,,DEF,1,Suntarine Perkins,SR,False,False,1.0
Ole Miss,SS,SAF,label,SAF,DEF,1,Edwin Joseph,JR,True,True,1.0
Ole Miss,NB,SAF,bio,,DEF,1,Sharif Denson,SR,True,False,3.0
Ole Miss,FS,SAF,label,SAF,DEF,1,Joenel Aguero,SR,True,False,2.0
Oregon,RT,OT,label,,OFF,1,Michael Bennett III,SR,True,True,5.0
Oregon,RG,IOL,label,,OFF,1,Dave Iuli,SR,False,True,4.0
Oregon,C,IOL,label,,OFF,1,Iapani Laloulu,SR,False,False,3.0
Oregon,LG,IOL,label,,OFF,1,Kawika Rogers,SR,False,True,2.0
Oregon,LT,OT,label,,OFF,1,Fox Crader,SO,False,True,1.0
Colorado State,RT,OT,label,,OFF,1,Quinton Harris,SR,True,True,5.0
Colorado State,RG,IOL,label,,OFF,1,Diego Rodriguez,SO,True,True,4.0
Colorado State,C,IOL,label,,OFF,1,Phillip Ocon,SO,False,True,3.0
Colorado State,LG,IOL,label,,OFF,1,Jayden Tuia,SO,True,True,2.0
Colorado State,LT,OT,label,,OFF,1,Toriyan Johnson,JR,True,True,1.0
Oregon,RB,RB,label,RB,OFF,1,Jordon Davison,SO,False,False,1.0
Ole Miss,NT,DT,label,DT,DEF,1,Michai Boireau,JR,True,False,1.0
Ole Miss,DT,DT,label,DT,DEF,1,Will Echoles,JR,False,False,2.0
Ole Miss,DE,EDGE,label,EDGE,DEF,1,Kam Franklin,JR,False,False,1.0
Ole Miss,RB,RB,label,RB,OFF,1,Kewan Lacy,JR,True,False,1.0
Ole Miss,QB,QB,label,QB,OFF,1,Trinidad Chambliss,SR,True,True,1.0
Ole Miss,RCB,CB,label,CB,DEF,1,Antonio Kite,SR,True,True,2.0
Ole Miss,LCB,CB,label,CB,DEF,1,Jalyn Crawford,JR,True,False,1.0
Ole Miss,WLB,LB,label,LB,DEF,1,Keaton Thomas,SR,True,True,1.0
Ole Miss,MLB,LB,label,LB,DEF,1,Luke Ferrelli,SO,True,True,2.0
Colorado State,JACK,EDGE,default,,DEF,1,Kenyon Agurs,JR,False,True,2.0
Colorado State,DE,EDGE,label,EDGE,DEF,1,Stephon Wright,GR,True,False,1.0
Colorado State,RB,RB,label,RB,OFF,1,Mel Brown,SR,True,True,1.0
Colorado State,QB,QB,label,QB,OFF,1,Hauss Hejny,SO,True,True,1.0
Colorado State,TE,TE,label,TE,OFF,1,Juice Vereen,JR,True,True,1.0
Oregon,WR-SL,WR,label,WR,OFF,1,Iverson Hooks,SR,True,True,3.0
Oregon,WR-Z,WR,label,WR,OFF,1,Jeremiah McClellan,SO,False,True,2.0
Ole Miss,WR-SL,WR,label,WR,OFF,1,Johntay Cook II,SR,True,False,3.0
Old Dominion,SS,SAF,label,SAF,DEF,1,Mario Easterly,SR,False,True,1.0
Old Dominion,NB,CB,default,,DEF,1,Daevon Iles,JR,False,False,3.0
Old Dominion,FS,SAF,label,SAF,DEF,1,Ryan Ramey,JR,False,True,5.0
Old Dominion,RCB,CB,label,CB,DEF,1,Zion Frink,JR,False,True,2.0
Ole Miss,TE,TE,label,TE,OFF,1,Luke Hasz,SR,True,False,1.0
Ole Miss,RT,OT,label,,OFF,1,Tommy Kinsler IV,JR,True,True,5.0
Ole Miss,RG,IOL,label,,OFF,1,Patrick Kutas,SR,True,True,4.0
Ole Miss,LT,OT,label,,OFF,1,Terez Davis,SO,True,True,1.0
Ole Miss,LG,IOL,label,,OFF,1,Delano Townsend,JR,True,True,2.0
Ole Miss,C,IOL,label,,OFF,1,Brycen Sanders,JR,False,True,3.0
Colorado State,LCB,CB,label,CB,DEF,1,Jordan Lessard,SR,True,False,1.0
Colorado State,MLB,LB,label,LB,DEF,1,Oumar Diomande,JR,True,True,2.0
Colorado State,WLB,LB,label,LB,DEF,1,Jaseim Mitchell,GR,False,False,1.0
Colorado State,DT,DT,label,DT,DEF,1,Jack Moran,SO,False,True,2.0
Colorado State,NT,DT,label,DT,DEF,1,Robby Harrison,SR,True,True,1.0
Old Dominion,LCB,CB,label,CB,DEF,1,Brandon Crutchfield,JR,False,False,1.0
Old Dominion,WLB,LB,label,LB,DEF,1,Mario Thompson,SR,False,False,1.0
Old Dominion,SLB,LB,label,,DEF,1,Jackson Forrest,SO,False,False,3.0
Old Dominion,MLB,LB,label,LB,DEF,1,Koa Naotala,SR,False,True,2.0
Old Dominion,NT,DT,label,DT,DEF,1,DeAndre Lynch,JR,False,True,1.0
Old Dominion,LDE,EDGE,label,EDGE,DEF,1,Chris Forbes,SO,False,True,2.0
Old Dominion,RB,RB,label,RB,OFF,1,Devin Roche,JR,False,True,1.0
Delaware,WR-SL,WR,label,WR,OFF,1,Bryson Graves,SR,True,False,3.0
Delaware,WR-Z,WR,label,WR,OFF,1,Sean Wilson,SO,False,True,2.0
Delaware,WR-X,WR,label,WR,OFF,1,Da'Wain Lofton,GR,True,False,1.0
Colorado State,NB,CB,default,,DEF,1,Dylan Phelps,JR,False,True,3.0
Colorado State,FS,SAF,label,SAF,DEF,1,Elijah Mc-Cantos,SR,True,True,2.0
Colorado State,SS,SAF,label,SAF,DEF,1,Jace Bellah,SR,False,True,1.0
Colorado State,RCB,CB,label,CB,DEF,1,Richard Mosley III,JR,True,True,2.0
Ole Miss,WR-Z,WR,label,WR,OFF,1,Darrell Gill Jr.,SR,True,False,2.0
Ole Miss,WR-X,WR,label,,OFF,1,Deuce Alexander,JR,True,True,1.0
Old Dominion,WR-Z,WR,label,WR,OFF,1,TJ Johnson,SR,True,False,5.0
Old Dominion,WR-X,WR,label,WR,OFF,1,Sidney Mbanasor,SR,True,True,1.0
Old Dominion,WR-SL,WR,label,WR,OFF,1,JJ Harrell,SO,True,True,4.0
Oklahoma State,NB,CB,default,,DEF,1,Quinton Hammonds,JR,True,False,3.0
Old Dominion,QB,QB,label,QB,OFF,1,Quinn Henicle,JR,False,False,1.0
Old Dominion,TE,TE,label,TE,OFF,1,Karl Peterson,JR,True,True,3.0
Old Dominion,RT,OT,label,,OFF,1,Kendrick Hall,JR,True,False,5.0
Old Dominion,RG,IOL,label,,OFF,1,Connor Drake,JR,False,True,9.0
Old Dominion,LT,OT,label,,OFF,1,Logan Cox,JR,True,True,4.0
Old Dominion,LG,IOL,label,,OFF,1,Omar Bender,JR,True,False,7.0
Delaware,TE,TE,label,TE,OFF,1,Elijah Sessoms,GR,False,False,1.0
Delaware,RT,OT,label,,OFF,1,Jack Small,SO,True,True,5.0
Delaware,RG,IOL,label,,OFF,1,Anthony Caccese,JR,False,True,4.0
Delaware,C,IOL,label,,OFF,1,Steven Demboski,GR,False,False,3.0
Delaware,LG,IOL,label,,OFF,1,Mustafa Feika,SR,True,True,2.0
Delaware,LT,OT,label,,OFF,1,Noah Rosahac,SO,True,True,1.0
Oklahoma State,LDE,EDGE,label,EDGE,DEF,1,Jaleel Johnson,SR,False,True,1.0
Oklahoma State,RB,RB,label,RB,OFF,1,Caleb Hawkins,SO,True,False,1.0
Oklahoma State,QB,QB,label,QB,OFF,1,Drew Mestemaker,SO,True,True,1.0
Oklahoma State,TE,TE,label,TE,OFF,1,Donovan Green,SR,True,True,1.0
Oklahoma State,MLB,LB,label,LB,DEF,1,Isaiah Chisom,JR,True,True,2.0
Oklahoma State,WLB,LB,label,LB,DEF,1,Ethan Wesloski,SR,True,True,1.0
Oklahoma State,DT,DT,label,DT,DEF,1,Jerry Lawson,SR,True,False,2.0
Oklahoma State,NT,DT,label,DT,DEF,1,Saadiq Clements,JR,True,True,1.0
Oklahoma State,FS,SAF,label,SAF,DEF,1,Mose Phillips III,SR,True,False,2.0
Oklahoma State,SS,SAF,label,SAF,DEF,1,Evan Jackson,SR,True,False,1.0
Oklahoma State,RCB,CB,label,CB,DEF,1,Mo Horn,SR,True,True,2.0
Oklahoma State,LCB,CB,label,CB,DEF,1,LaDainian Fields,SO,False,True,1.0
Delaware,RDE,EDGE,label,EDGE,DEF,1,Brandon Gorham,SO,False,False,2.0
Delaware,LDE,EDGE,label,EDGE,DEF,1,Noah Matthews,GR,True,False,1.0
Delaware,RB,RB,label,RB,OFF,1,Jo Silver,GR,False,False,1.0
Delaware,QB,QB,label,QB,OFF,1,Nick Minicucci,SR,False,False,1.0
Oklahoma State,RT,OT,label,,OFF,1,Joseph Hanson,SR,True,False,5.0
Oklahoma State,RG,IOL,label,,OFF,1,Johnny Dickson III,SR,True,True,4.0
Oklahoma State,C,IOL,label,,OFF,1,Tyler Mercer,SO,True,True,3.0
Oklahoma State,LG,IOL,label,,OFF,1,Jacob Sexton,SR,True,True,2.0
Oklahoma State,LT,OT,label,,OFF,1,Braydon Nelson,JR,True,False,1.0
Oklahoma State,WR-SL,WR,label,WR,OFF,1,Chris Barnes,SO,True,True,3.0
Delaware,NB,CB,bio,,DEF,1,Noah Jefferson,SO,False,False,3.0
Delaware,FS,SAF,label,SAF,DEF,1,KT Seay,SR,False,False,2.0
Delaware,SS,SAF,label,SAF,DEF,1,Kahlil Ali,JR,True,True,1.0
Delaware,RCB,CB,label,CB,DEF,1,Kshawn Cox Jr.,JR,False,True,2.0
Delaware,LCB,CB,label,CB,DEF,1,Jamarion Kolagbodi,SO,False,False,1.0
Delaware,SLB,LB,label,LB,DEF,1,Blake Matthews,GR,True,False,3.0
Delaware,MLB,LB,label,LB,DEF,1,Gavin Moul,SR,False,False,2.0
Delaware,WLB,LB,label,LB,DEF,1,Colin Gallagher,SO,False,True,1.0
Delaware,NT,DT,label,DT,DEF,1,Dominick Brogna,GR,False,False,1.0
Oklahoma State,RDE,EDGE,label,EDGE,DEF,1,James Williams,SR,True,True,2.0
Oklahoma,WLB,LB,label,LB,DEF,1,Owen Heinecke,SR,True,True,1.0
Oklahoma,MLB,LB,label,LB,DEF,1,Kip Lewis,SR,False,True,2.0
Oklahoma,NT,DT,label,DT,DEF,1,Jayden Jackson,JR,False,False,1.0
Oklahoma,DT,DT,label,DT,DEF,1,David Stone,JR,False,False,2.0
Oklahoma State,WR-Z,WR,label,WR,OFF,1,Wyatt Young,JR,True,False,2.0
Oklahoma State,WR-X,WR,label,WR,OFF,1,Justin Bowick,SR,True,True,1.0
Oklahoma,CHEETAH,CB,default,,DEF,1,Reggie Powers III,JR,False,False,1.0
Oklahoma,SS,SAF,label,SAF,DEF,1,Peyton Bowen,SR,False,False,1.0
Oklahoma,FS,SAF,label,SAF,DEF,1,Michael Boganowski,JR,False,False,2.0
Oklahoma,RCB,CB,label,CB,DEF,1,Eli Bowen,JR,False,False,2.0
Duke,C,IOL,label,,OFF,1,Matt Craycraft,SR,False,True,3.0
Duke,LG,IOL,label,,OFF,1,Jordan Larsen,SR,True,True,2.0
Duke,LT,OT,label,,OFF,1,Nick Del Grande,GR,True,False,1.0
Duke,WR-SL,WR,label,WR,OFF,1,Javen Nicholas,GR,True,False,3.0
Duke,WR-Z,WR,label,WR,OFF,1,Jaivon Solomon,FR,False,True,2.0
Duke,WR-X,WR,label,WR,OFF,1,Jared Richardson,GR,True,False,1.0
Oklahoma,WR-Z,WR,label,WR,OFF,1,Parker Livingstone,SO,True,True,2.0
Oklahoma,WR-X,WR,label,WR,OFF,1,Trell Harris,SR,True,True,1.0
Oklahoma,WR-H,WR,label,WR,OFF,1,Isaiah Sategna III,SR,True,True,3.0
Oklahoma,QB,QB,label,QB,OFF,1,John Mateer,SR,True,True,1.0
Oklahoma,TE,TE,label,TE,OFF,1,Hayden Hansen,SR,True,True,1.0
Oklahoma,RT,OT,label,,OFF,1,E'Marion Harris,SR,True,True,5.0
Oklahoma,RG,IOL,label,,OFF,1,Ryan Fodje,SO,False,False,4.0
Oklahoma,LT,OT,label,,OFF,1,Michael Fasusi,SO,False,False,1.0
Oklahoma,LG,IOL,label,,OFF,1,Eddy Pierre-Louis,SO,False,True,2.0
Oklahoma,RDE,EDGE,label,EDGE,DEF,1,Adepoju Adebawore,SR,False,False,2.0
Oklahoma,LDE,EDGE,label,EDGE,DEF,1,Taylor Wein,JR,False,True,1.0
Oklahoma,RB,RB,label,RB,OFF,1,Xavier Robinson,JR,False,False,1.0
Duke,TE,TE,label,TE,OFF,1,Jeremiah Hasley,SR,False,True,1.0
Duke,RT,OT,label,,OFF,1,Braden Miller,GR,True,False,5.0
Duke,RG,IOL,label,,OFF,1,Bradley Smith,SO,False,True,4.0
Oklahoma,LCB,CB,label,CB,DEF,1,Courtland Guillory,SO,False,False,1.0
Ohio State,WLB,LB,label,LB,DEF,1,Christian Alliegro,SR,True,False,1.0
Ohio State,DT,DT,label,DT,DEF,1,James Smith,SR,True,False,2.0
Ohio State,NT,DT,label,DT,DEF,1,John Walker,JR,True,True,1.0
Ohio State,RDE,EDGE,label,EDGE,DEF,1,Beau Atkinson,SR,True,True,2.0
Ohio State,NB,CB,default,,DEF,1,Earl Little Jr.,SR,True,True,3.0
Ohio State,FS,SAF,label,SAF,DEF,1,Terry Moore,SR,True,True,2.0
Ohio State,SS,SAF,label,SAF,DEF,1,Jaylen McClain,JR,False,False,1.0
Ohio State,RCB,CB,label,CB,DEF,1,Devin Sanchez,SO,False,False,2.0
Ohio State,LCB,CB,label,CB,DEF,1,Jermaine Mathews Jr.,SR,False,False,1.0
Duke,RDT,DT,label,DT,DEF,1,Preston Watson,JR,False,False,2.0
Duke,LDT,DT,label,DT,DEF,1,Owen Wafle,SO,True,True,1.0
Duke,RDE,EDGE,label,EDGE,DEF,1,Tyshon Reed,JR,False,False,2.0
Duke,LDE,EDGE,label,EDGE,DEF,1,Bryce Davis,SO,False,False,1.0
Duke,RB,RB,label,RB,OFF,1,Nate Sheppard,SO,False,False,1.0
Duke,QB,QB,label,QB,OFF,1,Walker Eget,GR,True,False,1.0
Oklahoma,C,IOL,label,,OFF,1,Jake Maikkula,SR,True,True,3.0
Ohio,NT,DT,label,DT,DEF,1,Austin Mitchell,JR,False,True,1.0
Ohio,JACK,EDGE,bio,EDGE,DEF,1,Joseph Marsh,JR,False,True,2.0
Ohio State,RT,OT,label,,OFF,1,Phillip Daniels,JR,True,True,5.0
Ohio State,RG,IOL,label,,OFF,1,Austin Siereveld,JR,False,True,4.0
Ohio State,C,IOL,label,,OFF,1,Carson Hinzman,SR,False,True,3.0
Ohio State,LG,IOL,label,OT,OFF,1,Luke Montgomery,SR,False,False,2.0
Ohio State,LT,OT,label,,OFF,1,Ian Moore,SO,False,True,1.0
Ohio State,LDE,EDGE,label,EDGE,DEF,1,Kenyatta Jackson Jr.,SR,False,True,1.0
Ohio State,RB,RB,label,RB,OFF,1,Bo Jackson,SO,False,False,1.0
Ohio State,QB,QB,label,QB,OFF,1,Julian Sayin,SO,False,True,1.0
Ohio State,TE,TE,label,TE,OFF,1,Nate Roberts,SO,False,False,1.0
Duke,RCB,CB,label,CB,DEF,1,Landan Callahan,SO,False,True,2.0
Duke,LCB,CB,label,CB,DEF,1,Kimari Robinson,JR,False,True,1.0
Duke,MLB,LB,label,LB,DEF,1,Luke Mergott,JR,False,True,2.0
Duke,WLB,LB,label,LB,DEF,1,Nick Morris Jr.,GR,False,False,1.0
Ohio State,MLB,LB,label,LB,DEF,1,Payton Pierce,JR,False,False,2.0
Ohio,WR-X,WR,label,WR,OFF,1,Delaney Crawford,SR,False,True,1.0
East Carolina,WR-SL,WR,label,WR,OFF,1,Ray Ray Joseph,JR,True,True,3.0
East Carolina,WR-Z,WR,label,WR,OFF,1,Brock Spalding,SR,False,True,2.0
East Carolina,WR-X,WR,label,WR,OFF,1,Landon Sides,SR,True,False,1.0
Duke,NB,CB,bio,CB,DEF,1,Ché Ojarikre,JR,True,True,3.0
Duke,FS,SAF,label,SAF,DEF,1,DaShawn Stone,JR,False,True,2.0
Duke,SS,SAF,label,SAF,DEF,1,Andrew Pellicciotta,SO,False,False,1.0
Ohio State,WR-SL,WR,label,WR,OFF,1,Brandon Inniss,SR,False,False,3.0
Ohio State,WR-Z,WR,label,WR,OFF,1,Jeremiah Smith,JR,False,False,2.0
Ohio State,WR-X,WR,label,WR,OFF,1,Chris Henry Jr.,FR,False,False,1.0
Ohio,BCB,CB,label,CB,DEF,1,Ronald Jackson Jr.,GR,False,False,1.0
Ohio,FCB,CB,label,CB,DEF,1,Kendall Bannister,JR,False,True,1.0
Ohio,SS,SAF,label,SAF,DEF,1,DJ Walker,JR,False,True,1.0
Ohio,WLB,LB,label,LB,DEF,1,Jack Fries,SR,False,True,2.0
Ohio,MLB,LB,label,LB,DEF,1,Charlie Christopher,SO,False,False,1.0
Ohio,DT,DT,label,DT,DEF,1,Nehemiah Dukes,SR,False,False,2.0
East Carolina,RT,OT,label,,OFF,1,Hayes Creel,SR,True,True,5.0
East Carolina,RG,IOL,label,,OFF,1,Ethan Kramer,SR,True,True,4.0
East Carolina,C,IOL,label,,OFF,1,Brandon Best,SR,True,True,3.0
East Carolina,LG,IOL,label,,OFF,1,Bryce Weaver,JR,False,True,2.0
East Carolina,LT,OT,label,,OFF,1,Marleo Neolien,JR,False,True,1.0
Ohio,DE,EDGE,label,EDGE,DEF,1,Joseph Marsh,JR,False,True,1.0
Ohio,RB,RB,label,RB,OFF,1,Duncan Brune,JR,False,False,1.0
Ohio,QB,QB,label,QB,OFF,1,Nick Poulos,GR,False,False,1.0
Ohio,TE,TE,label,TE,OFF,1,Jake Furtney,SO,False,True,1.0
Ohio,RT,OT,label,,OFF,1,Tigana Cisse,GR,False,False,5.0
Ohio,LG,IOL,label,,OFF,1,Josh Waite,GR,False,False,4.0
Ohio,RG,IOL,label,,OFF,1,Seth Anstead,SO,False,True,3.0
Ohio,C,IOL,label,,OFF,1,Bryce Parson,SO,False,True,2.0
