team,roster_position,broad_group,unit,depth,player,class,is_transfer,redshirt
SMU,RDT,DT,DEF,2,Woo Spencer,JR,True,True
SMU,RDT,DT,DEF,3,Jonathan Jefferson,GR,True,False
SMU,RDE,EDGE,DEF,1,Marques White,GR,True,False
SMU,RDE,EDGE,DEF,2,Trey Wilson,SR,True,False
SMU,RDE,EDGE,DEF,3,Aakil Washington,GR,True,False
SMU,WLB,LB,DEF,1,Alexander Kilgore,SR,False,False
SMU,WLB,LB,DEF,2,Jamal Anderson,JR,True,True
SMU,WLB,LB,DEF,3,Kenneth Goodwin,FR,False,False
SMU,MLB,LB,DEF,1,Brandon Booker,JR,False,False
SMU,MLB,LB,DEF,2,Brandon Miyazono,SR,False,False
SMU,MLB,LB,DEF,3,Caden Marshall,SO,True,True
SMU,LCB,CB,DEF,1,Jayvon Thomas,SR,True,False
SMU,LCB,CB,DEF,2,Jaelyn Davis-Robinson,SR,True,True
SMU,LCB,CB,DEF,3,Zadian Gentry,FR,False,True
SMU,SS,SAF,DEF,1,Tyren Polley Jr.,SO,False,False
SMU,SS,SAF,DEF,2,Sael Reyes,SO,False,False
SMU,SS,SAF,DEF,3,Jaylen Moses,SO,False,True
SMU,FS,SAF,DEF,1,Jimmy Wyrick,GR,True,False
SMU,FS,SAF,DEF,2,Abdul Muhammad,JR,False,True
SMU,FS,SAF,DEF,3,Jaden Milliner-Jones,JR,True,True
SMU,RCB,CB,DEF,1,Marcellus Barnes Jr.,SO,True,True
SMU,RCB,CB,DEF,2,William Nettles,SO,False,True
SMU,RCB,CB,DEF,3,Javion Holiday,SO,False,False
SMU,NB,CB,DEF,1,Jarvis Lee,SR,True,False
SMU,NB,CB,DEF,2,La'Modrick Spencer,SR,True,False
Sam Houston,WR-X,WR,OFF,1,Tim Burns Jr.,SR,True,False
Sam Houston,WR-X,WR,OFF,2,Alijah Cason,JR,True,False
Sam Houston,WR-X,WR,OFF,3,Christian Zachary,SO,True,True
Sam Houston,WR-Z,WR,OFF,1,Chris Reed,SR,True,True
Sam Houston,WR-Z,WR,OFF,2,Kyan Berry-Johnson,SO,True,True
Sam Houston,WR-Z,WR,OFF,3,Kaleb Mitchell,FR,True,True
Sam Houston,WR-SL,WR,OFF,1,Grady O'Neill,SR,True,True
Sam Houston,WR-SL,WR,OFF,2,Aviyon Smith-Mack,JR,True,True
Sam Houston,WR-SL,WR,OFF,3,Darrick Bledsoe III,JR,False,True
Sam Houston,LT,OL,OFF,1,Denell Nix Jr.,SO,True,False
Sam Houston,LT,OL,OFF,2,Joe Warren,JR,True,False
Sam Houston,LG,OL,OFF,1,Brock Stukes,JR,True,True
Sam Houston,LG,OL,OFF,2,Logan Cahill,FR,False,True
Sam Houston,C,OL,OFF,1,Josiah Chenault,JR,True,True
Sam Houston,C,OL,OFF,2,Cam Todd,SR,True,True
Sam Houston,RG,OL,OFF,1,Elijah Collins,JR,True,False
Sam Houston,RG,OL,OFF,2,Zo'Maryon Bryan,JR,True,True
Sam Houston,RT,OL,OFF,1,Carter Kadow,SO,True,True
Sam Houston,RT,OL,OFF,2,Isaac Sohn,JR,True,True
Sam Houston,TE,TE,OFF,1,Max Whisner,SR,True,True
Sam Houston,TE,TE,OFF,2,Matt Smith,GR,True,False
Sam Houston,TE,TE,OFF,3,Brock Kuhl,FR,True,True
Sam Houston,QB,QB,OFF,1,Landyn Locke,SO,False,False
Sam Houston,QB,QB,OFF,2,DJ Bailey,SO,False,True
Sam Houston,QB,QB,OFF,3,Mason Holtzclaw,FR,False,False
Sam Houston,RB,RB,OFF,1,Landan Brown,JR,False,True
Sam Houston,RB,RB,OFF,2,Alton McCaskill,GR,True,False
Sam Houston,RB,RB,OFF,3,Jerrian Parker Jr.,JR,True,False
Sam Houston,LDE,EDGE,DEF,1,Josh Alexander-Felton,SO,True,True
Sam Houston,LDE,EDGE,DEF,2,Brody Henderson,SO,False,False
Sam Houston,LDE,EDGE,DEF,3,Bryen Spaulding,SR,True,False
Sam Houston,NT,DT,DEF,1,Darien Jackson,JR,True,True
Sam Houston,NT,DT,DEF,2,She'Fon Boyd,JR,True,False
Sam Houston,NT,DT,DEF,3,Justin Terrell,SO,True,True
Sam Houston,DT,DT,DEF,1,Dylan Frazier,SR,True,True
Sam Houston,DT,DT,DEF,2,Jarra Anderson,JR,True,True
Sam Houston,DT,DT,DEF,3,Dimitry Nicolas,SO,True,True
Sam Houston,RDE,EDGE,DEF,1,Chauncey Chidi,SR,True,True
Sam Houston,RDE,EDGE,DEF,2,Jayden Fry,FR,True,True
Sam Houston,RDE,EDGE,DEF,3,Zion Taylor,SO,True,True
Sam Houston,WLB,LB,DEF,1,Brian Bates Jr.,JR,True,True
Sam Houston,WLB,LB,DEF,2,Stacy Bey,SO,True,True
Sam Houston,WLB,LB,DEF,3,Tokyo Gordon,SR,True,False
Sam Houston,MLB,LB,DEF,1,Dean Ford,SO,False,True
Sam Houston,MLB,LB,DEF,2,Mike King,SO,True,True
Sam Houston,MLB,LB,DEF,3,Ca'lub Holloway,SR,False,True
Sam Houston,LCB,CB,DEF,1,Ishmel Atkins,SR,True,True
Sam Houston,LCB,CB,DEF,2,Joey Hunter,GR,True,False
Sam Houston,SS,SAF,DEF,1,Tyler Bailey,SR,False,True
Sam Houston,SS,SAF,DEF,2,Jalyn Stanford,JR,True,True
Sam Houston,FS,SAF,DEF,1,Jaylon Jones,JR,True,False
Sam Houston,FS,SAF,DEF,2,Dravon Wilson,SO,False,True
Sam Houston,RCB,CB,DEF,1,Caesar Magee,GR,True,False
Sam Houston,RCB,CB,DEF,2,Octavius Henderson,SR,True,True
Sam Houston,NB,CB,DEF,1,Jace Arnold,JR,True,True
San Diego State,WR-X,WR,OFF,1,Jacob Bostick,SR,True,True
San Diego State,WR-X,WR,OFF,2,Justius Lowe,SR,True,True
San Diego State,WR-X,WR,OFF,3,Will Cianfrini,SO,False,True
San Diego State,WR-Z,WR,OFF,1,Donovan Brown,SR,True,False
San Diego State,WR-Z,WR,OFF,2,Bert Emanuel Jr.,SR,True,True
San Diego State,WR-Z,WR,OFF,3,Ayo Shotomide-King,SR,True,True
San Diego State,WR-SL,WR,OFF,1,Jordan Napier,JR,False,True
San Diego State,WR-SL,WR,OFF,2,Nathan Acevedo,SR,True,True
San Diego State,WR-SL,WR,OFF,3,Jaylon Hawkins,FR,False,True
San Diego State,LT,OL,OFF,1,Joseph Borjon,SR,True,True
San Diego State,LT,OL,OFF,2,Matthew Montgomery,SO,True,True
San Diego State,LT,OL,OFF,3,Cam May,SR,True,True
San Diego State,LG,OL,OFF,1,Evan Lawrence,SO,True,True
San Diego State,LG,OL,OFF,2,Ikbahl Kassim,SO,False,False
San Diego State,C,OL,OFF,1,Michael Levelle Watkins,SO,True,True
San Diego State,C,OL,OFF,2,Saipale Fuimaono,SR,True,False
San Diego State,RG,OL,OFF,1,Kalan Ellis,SR,True,True
San Diego State,RG,OL,OFF,2,Isaac Lucas,JR,True,True
San Diego State,RG,OL,OFF,3,Dallas Fincher,SR,True,True
San Diego State,RT,OL,OFF,1,Dennis Jones,SR,True,True
San Diego State,RT,OL,OFF,2,Ashdon Wnetrzak,FR,False,True
San Diego State,TE,TE,OFF,1,Jackson Ford,SO,True,True
San Diego State,TE,TE,OFF,2,Ryan Wolfer,SO,False,True
San Diego State,QB,QB,OFF,1,Jayden Denegal,SR,True,True
San Diego State,QB,QB,OFF,2,Stone Saunders,FR,True,True
San Diego State,RB,RB,OFF,1,Lucky Sutton,SR,False,True
San Diego State,RB,RB,OFF,2,Christian Washington,SR,True,True
San Diego State,RB,RB,OFF,3,Javion Kinnard,SO,True,False
San Diego State,LDE,EDGE,DEF,1,Brady Nassar,SR,False,False
San Diego State,LDE,EDGE,DEF,2,Djibril Rahman,JR,True,True
San Diego State,LDE,EDGE,DEF,3,Charlie Stewart,SR,False,True
San Diego State,LDT,DT,DEF,1,Malachi Finau,SR,True,True
San Diego State,LDT,DT,DEF,2,Krishna Clay,SR,True,False
San Diego State,LDT,DT,DEF,3,Gavriel Lightfoot,SR,True,True
San Diego State,RDT,DT,DEF,1,Amari Comier,SR,True,False
San Diego State,RDT,DT,DEF,2,Tuaoa Tauili'ili,SR,True,True
San Diego State,RDT,DT,DEF,3,Kainoa Davis,SO,True,True
San Diego State,RDE,EDGE,DEF,1,Kai Wallin,SR,True,True
San Diego State,RDE,EDGE,DEF,2,Nate Henrich,JR,True,False
San Diego State,RDE,EDGE,DEF,3,Brian Townsend Jr.,FR,False,True
San Diego State,WLB,LB,DEF,1,Sione Hala,SR,True,True
San Diego State,WLB,LB,DEF,2,Jeramiah Lewis,SO,True,False
San Diego State,MLB,LB,DEF,1,Tano Letuli,SR,True,False
San Diego State,MLB,LB,DEF,2,Cameron Cooper,JR,True,False
San Diego State,LCB,CB,DEF,1,Jason Oliver,SR,True,True
San Diego State,LCB,CB,DEF,2,Mike Lindsay,SO,True,False
San Diego State,LCB,CB,DEF,3,Prince Williams,SO,False,True
San Diego State,SS,SAF,DEF,1,Dalesean Staley,SR,True,True
San Diego State,SS,SAF,DEF,2,Josh Hunter,JR,False,True
San Diego State,SS,SAF,DEF,3,Jelani McLaughlin,JR,False,True
San Diego State,FS,SAF,DEF,1,Solomon Davis,JR,True,True
San Diego State,FS,SAF,DEF,2,Isaiah Green,JR,True,True
San Diego State,RCB,CB,DEF,1,Caleb Ricks,SO,True,False
San Diego State,RCB,CB,DEF,2,Jamison Starks,SO,True,False
San Diego State,RCB,CB,DEF,3,Jelani Whitmore,SR,False,True
San Diego State,NB,CB,DEF,1,Jalen Thomeson,SR,True,False
San Diego State,NB,CB,DEF,2,Josiah Cox,SR,True,False
San Diego State,NB,CB,DEF,3,Carsten Mamaril,SR,True,True
San José State,WR-Z,WR,OFF,1,Malachi Riley,SO,True,True
San José State,WR-Z,WR,OFF,2,Cooper Hoch,SO,False,True
San José State,WR-SL,WR,OFF,2,Tuli Tagovailoa-Amosa,FR,False,False
San José State,LT,OL,OFF,1,Peseti Lapuaho,SR,True,False
San José State,LT,OL,OFF,2,Manuel Serna,SO,False,False
San José State,LG,OL,OFF,1,Sione Nomani,SR,True,True
San José State,C,OL,OFF,1,Joseph Harbert,JR,False,True
San José State,C,OL,OFF,2,Hudson Mesa,SR,False,True
San José State,RG,OL,OFF,1,Daniel Moleni,JR,True,True
San José State,RG,OL,OFF,2,Simeon Afalava,JR,True,False
San José State,RT,OL,OFF,1,Tyler Chen,SO,True,True
San José State,RT,OL,OFF,2,Manuel Serna,SO,False,False
San José State,TE,TE,OFF,1,Jackson Canaan,SR,False,True
San José State,TE,TE,OFF,2,Grant Norberg,SR,True,True
San José State,TE,TE,OFF,3,Ryan Boultwood,SO,True,True
San José State,QB,QB,OFF,2,Xavier Ward,SR,True,True
San José State,QB,QB,OFF,3,Tama Amisone,FR,False,False
San José State,RB,RB,OFF,1,Lamar Radcliffe,SO,False,False
San José State,RB,RB,OFF,2,Floyd Chalk IV,SR,True,False
San José State,RB,RB,OFF,3,Jabari Bates,JR,False,True
San José State,LDE,EDGE,DEF,1,Quincy Likio,SR,True,True
San José State,LDE,EDGE,DEF,2,Etu Finau,JR,True,True
San José State,NT,DT,DEF,1,Gafa Faga,SR,True,False
San José State,NT,DT,DEF,2,Solomone Langi,JR,True,False
San José State,RDE,EDGE,DEF,2,Mata Hola,SR,True,True
San José State,RDE,EDGE,DEF,3,Noa Siaosi,SO,False,False
San José State,OLB,LB,DEF,1,Taniela Latu,SR,True,True
San José State,OLB,LB,DEF,2,John Norwood,JR,False,True
San José State,WLB,LB,DEF,2,Dylan Lee,SO,False,True
San José State,MLB,LB,DEF,1,Jordan Pollard,SR,False,False
San José State,MLB,LB,DEF,2,Naseri Danielson,SO,True,True
San José State,STAR,CB,DEF,1,Ethan Powell,SR,False,True
San José State,STAR,CB,DEF,2,David Tuihalangingie,SR,True,True
San José State,LCB,CB,DEF,2,Runye Norton,JR,True,False
San José State,SS,SAF,DEF,1,Jalen Apalit-Williams,SR,False,True
San José State,SS,SAF,DEF,2,Charles Cox III,JR,True,False
San José State,SS,SAF,DEF,3,Hunter Nowell,SO,False,True
San José State,RCB,CB,DEF,1,Jalen Bainer,SR,False,True
South Alabama,WR-X,WR,OFF,1,Devin Voisin,GR,False,False
South Alabama,WR-X,WR,OFF,3,Noah Toster,SO,True,True
South Alabama,WR-Z,WR,OFF,1,Brendan Jenkins,JR,True,False
South Alabama,WR-Z,WR,OFF,2,Micah Woods,SR,True,True
South Alabama,WR-SL,WR,OFF,1,Anthony Eager,SO,False,True
South Alabama,WR-SL,WR,OFF,2,Jeremiah Jones-Thomas,FR,False,False
South Alabama,LT,OL,OFF,2,Daniel Foster-Allen,SR,True,True
South Alabama,LG,OL,OFF,1,Amaury Wiggins,SR,True,True
South Alabama,LG,OL,OFF,2,Devin White,FR,False,False
South Alabama,RG,OL,OFF,2,Kenton Jerido,JR,False,True
South Alabama,RT,OL,OFF,1,Ethan Hubbard,SO,True,True
South Alabama,LTE,TE,OFF,1,Miller McCrumby,SR,True,False
South Alabama,RTE,TE,OFF,2,Rod Gibbs,JR,True,False
South Alabama,QB,QB,OFF,1,Bishop Davenport,JR,True,True
South Alabama,QB,QB,OFF,2,Jared Hollins,FR,False,True
South Alabama,QB,QB,OFF,3,Zach Pyron,JR,True,True
South Alabama,RB,RB,OFF,1,Kentrel Bullock,SR,True,False
South Alabama,RB,RB,OFF,2,PJ Martin,SO,False,True
South Alabama,RB,RB,OFF,3,Keenan Phillips,SO,True,False
South Alabama,DE,EDGE,DEF,2,Emmanuel Waller,JR,True,False
South Alabama,DE,EDGE,DEF,3,E'Mauri Smiley,FR,False,False
South Alabama,NT,DT,DEF,2,Stephen Johnson,SO,True,True
South Alabama,EDGE,EDGE,DEF,1,Tirrell Johnson Jr.,JR,True,True
South Alabama,EDGE,EDGE,DEF,2,Tre'Mon Henry,SO,True,True
South Alabama,EDGE,EDGE,DEF,3,IBK Mafe,SR,True,True
South Alabama,WLB,LB,DEF,1,Darius McKenzie,SR,True,True
South Alabama,WLB,LB,DEF,2,Caleb Dozier,FR,True,True
South Alabama,WLB,LB,DEF,3,Parker Shattuck,SO,False,False
South Alabama,MLB,LB,DEF,3,Chrystyile Caldwell,JR,False,True
South Alabama,FCB,CB,DEF,1,Jayvon Henderson,JR,True,True
South Alabama,FCB,CB,DEF,2,Damyrion Darby,SO,False,False
South Alabama,SS,SAF,DEF,1,Christopher Wallace Jr.,SR,False,False
South Alabama,SS,SAF,DEF,2,Anthony Brown,JR,True,True
South Alabama,FS,SAF,DEF,3,Cole Blaylock,SO,False,True
South Alabama,NB,CB,DEF,1,Mike Harris,SR,True,True
South Alabama,NB,CB,DEF,2,Dallas Young,SO,True,True
South Carolina,WR-X,WR,OFF,1,Nitro Tuggle,JR,True,False
South Carolina,WR-X,WR,OFF,2,Donovan Murph,SO,False,False
South Carolina,WR-X,WR,OFF,3,Jayden Gibson,SR,True,True
South Carolina,WR-Z,WR,OFF,1,Nyck Harbor,SR,False,False
South Carolina,WR-Z,WR,OFF,2,DJ Black,SR,True,True
South Carolina,WR-Z,WR,OFF,3,Jordon Gidron,FR,False,True
South Carolina,WR-SL,WR,OFF,1,Mazeo Bennett Jr.,JR,False,False
South Carolina,WR-SL,WR,OFF,2,Jayden Sellers,SO,False,False
South Carolina,WR-SL,WR,OFF,3,Charly Mullaly,JR,True,True
South Carolina,LT,OL,OFF,1,Jacarrius Peak,SR,True,True
South Carolina,LT,OL,OFF,2,Shed Sarratt Jr.,SO,False,False
South Carolina,LT,OL,OFF,3,Seth Smith,SR,True,True
South Carolina,LG,OL,OFF,1,Hank Purvis,JR,True,False
South Carolina,LG,OL,OFF,2,Ebubedike Nnabugwu,JR,True,True
South Carolina,LG,OL,OFF,3,Darius Gray,FR,False,False
South Carolina,C,OL,OFF,1,Carter Miller,SR,True,True
South Carolina,C,OL,OFF,2,Nolan Hay,SR,True,True
South Carolina,RG,OL,OFF,1,Emmanuel Kojo Poku,SR,True,True
South Carolina,RG,OL,OFF,2,Adedamola Ajidahun,FR,False,True
South Carolina,RG,OL,OFF,3,Markee Anderson,JR,False,True
South Carolina,RT,OL,OFF,1,Dayne Arnett,SR,True,True
South Carolina,RT,OL,OFF,2,Armando Nieves,SR,True,True
South Carolina,RT,OL,OFF,3,Zyon Guiles,FR,False,False
South Carolina,TE,TE,OFF,1,Brady Hunt,GR,True,False
South Carolina,TE,TE,OFF,2,Mike Tyler,SO,False,False
South Carolina,TE,TE,OFF,3,Max Drag,JR,True,True
South Carolina,QB,QB,OFF,1,LaNorris Sellers,JR,False,True
South Carolina,QB,QB,OFF,2,Cutter Woods,FR,False,True
South Carolina,QB,QB,OFF,3,Lucian Anderson III,JR,True,True
South Carolina,RB,RB,OFF,1,Matt Fuller,SO,False,True
South Carolina,RB,RB,OFF,2,Christian Clark,SO,True,True
South Carolina,RB,RB,OFF,3,Jawarn Howell,JR,True,True
South Carolina,LDE,EDGE,DEF,1,Dylan Stewart,JR,False,False
South Carolina,LDE,EDGE,DEF,2,Drew Collins,SO,True,True
South Carolina,LDE,EDGE,DEF,3,George Wilson Jr.,GR,True,False
South Carolina,LDT,DT,DEF,1,Gabriel Brownlow-Dindy,SR,True,True
South Carolina,LDT,DT,DEF,2,Kelby Collins,SR,True,False
South Carolina,LDT,DT,DEF,3,Noah Clark,FR,False,False
South Carolina,RDT,DT,DEF,1,Troy Pikes,JR,True,True
South Carolina,RDT,DT,DEF,2,Tomiwa Durojaiye,SR,True,True
South Carolina,RDT,DT,DEF,3,Jordan Thomas,SO,True,True
South Carolina,RDE,EDGE,DEF,1,Anthony Addison,FR,False,True
South Carolina,RDE,EDGE,DEF,2,Caleb Herring,SR,True,False
South Carolina,RDE,EDGE,DEF,3,Julian Walker,FR,False,False
South Carolina,WLB,LB,DEF,1,Justin Okoronkwo,JR,True,False
South Carolina,WLB,LB,DEF,2,A.J. Holloway,FR,False,True
South Carolina,WLB,LB,DEF,3,Jamian Risher Jr.,SR,False,True
South Carolina,MLB,LB,DEF,1,Fred Johnson,JR,False,False
South Carolina,MLB,LB,DEF,2,Shawn Murphy,SR,True,True
South Carolina,MLB,LB,DEF,3,Donovan Darden,SO,False,False
South Carolina,LCB,CB,DEF,1,Vicari Swain,JR,False,True
South Carolina,LCB,CB,DEF,2,Damarcus Leach,SO,False,False
South Carolina,LCB,CB,DEF,3,Jalewis Solomon,SO,False,True
South Carolina,SS,SAF,DEF,1,David Bucey,JR,False,False
South Carolina,SS,SAF,DEF,2,J'Zavien Currence,FR,False,False
South Carolina,SS,SAF,DEF,3,Kelvin Hunter,SO,False,True
South Carolina,FS,SAF,DEF,1,Peyton Williams,SR,False,True
South Carolina,FS,SAF,DEF,2,Kendall Daniels Jr.,SO,False,False
South Carolina,RCB,CB,DEF,1,Judge Collier,SR,False,False
South Carolina,RCB,CB,DEF,2,Kosci Barnes,FR,False,False
South Carolina,NB,CB,DEF,1,Quay'sheed Scott,JR,True,False
South Carolina,NB,CB,DEF,2,Gerald Kilgore,SR,True,True
South Carolina,NB,CB,DEF,3,Jaquel Holman,SO,False,False
South Florida,WR-X,WR,OFF,1,Bryson Rodgers,JR,True,True
South Florida,WR-X,WR,OFF,2,Armani Winfield,SR,True,True
South Florida,WR-X,WR,OFF,3,JeyQuan Smith,JR,False,True
South Florida,WR-Z,WR,OFF,1,Arhmad Branch,JR,True,True
South Florida,WR-Z,WR,OFF,2,Kenny Odom,SR,True,True
South Florida,WR-Z,WR,OFF,3,Jaron Glover,SR,True,True
South Florida,WR-SL,WR,OFF,1,Mudia Reuben,SR,True,True
South Florida,WR-SL,WR,OFF,2,Cameron Seldon,SR,True,False
South Florida,WR-SL,WR,OFF,3,Joshua Porter,JR,False,False
South Florida,LT,OL,OFF,1,Michael Wooten,SR,True,True
South Florida,LT,OL,OFF,2,Kahari Finley,SR,True,False
South Florida,LT,OL,OFF,3,TJ Lawrence,SO,False,True
South Florida,LG,OL,OFF,1,Thomas Shrader,GR,True,False
South Florida,LG,OL,OFF,2,Khalil Collins,FR,False,True
South Florida,C,OL,OFF,1,Cash Hudson,SR,True,True
South Florida,RG,OL,OFF,1,Caleb Cook,GR,True,False
South Florida,RG,OL,OFF,2,Julius Tate,SO,True,True
South Florida,RT,OL,OFF,1,Ethan Green,SR,True,True
South Florida,RT,OL,OFF,2,Braden Carter,SO,False,True
South Florida,RT,OL,OFF,3,Caleb Harris,FR,False,True
South Florida,TE,TE,OFF,1,Wyatt Sullivan,SR,True,True
South Florida,TE,TE,OFF,2,Evan Dangler,SR,False,True
South Florida,TE,TE,OFF,3,Luke Clyburn,GR,True,False
South Florida,QB,QB,OFF,1,Michael Van Buren Jr.,JR,True,False
South Florida,QB,QB,OFF,2,Luke Kromenhoek,SO,True,True
South Florida,QB,QB,OFF,3,KJ Cooper,SR,True,True
South Florida,RB,RB,OFF,1,Alvon Isaac,SO,False,True
South Florida,RB,RB,OFF,2,D.J. Crowther,SR,True,True
South Florida,RB,RB,OFF,3,Jason Collins Jr.,JR,True,True
South Florida,DE,EDGE,DEF,1,C.J. Hicks,GR,True,False
South Florida,DE,EDGE,DEF,2,Michael Williams II,SR,False,True
South Florida,DE,EDGE,DEF,3,Terrell Jones,SR,True,True
South Florida,NT,DT,DEF,1,Terry Simmons Jr.,JR,True,True
South Florida,NT,DT,DEF,2,Jahari Grant,JR,False,False
South Florida,NT,DT,DEF,3,Iverson Garcia-Ponce,FR,False,False
South Florida,DT,DT,DEF,1,Asani Redwood,SR,True,True
South Florida,DT,DT,DEF,2,Major Dillard,SR,True,False
South Florida,DT,DT,DEF,3,Ryan Jenkins,JR,False,False
South Florida,JACK,EDGE,DEF,1,Marshon Oxley,SR,True,True
South Florida,JACK,EDGE,DEF,2,Shamar Meikle,JR,True,False
South Florida,JACK,EDGE,DEF,3,Ashton Mosley,SO,False,True
South Florida,WLB,LB,DEF,1,Zavier Hamilton,SO,False,True
South Florida,WLB,LB,DEF,2,Sam Robinson,SO,True,True
South Florida,WLB,LB,DEF,3,Gavin Leach,SO,False,False
South Florida,MLB,LB,DEF,1,Grayson Howard,JR,True,True
South Florida,MLB,LB,DEF,2,Rodney Hill,JR,False,False
South Florida,LCB,CB,DEF,1,Za'Quan Bryan,JR,True,True
South Florida,LCB,CB,DEF,2,Teddy Foster,SO,True,True
South Florida,LCB,CB,DEF,3,Herlin Perry Jr.,FR,False,True
South Florida,SS,SAF,DEF,1,A'Mon Lane-Ganus,SO,True,True
South Florida,SS,SAF,DEF,2,Israel Boyce,JR,True,False
South Florida,SS,SAF,DEF,3,Malcolm Ziglar,JR,True,False
South Florida,FS,SAF,DEF,1,Tavin Ward,SR,False,True
South Florida,FS,SAF,DEF,2,Cedrick Hawkins Jr.,JR,True,True
South Florida,FS,SAF,DEF,3,Victor Zidor,SR,True,True
South Florida,RCB,CB,DEF,1,Amarion Fortenberry,JR,True,False
South Florida,RCB,CB,DEF,2,Deylen Platt,SO,False,True
South Florida,NB,CB,DEF,1,Ayden Jackson,SR,True,False
South Florida,NB,CB,DEF,2,Tayvion Beasley,SR,True,True
South Florida,NB,CB,DEF,3,Jabari Smith,SO,False,False
Southern Miss,WR-X,WR,OFF,1,Carl Chester,SR,True,True
Southern Miss,WR-X,WR,OFF,2,Davis Dalton,JR,False,True
Southern Miss,WR-Z,WR,OFF,1,Micah Davis,SR,True,True
Southern Miss,WR-Z,WR,OFF,2,Bralon Brown,SR,True,True
Southern Miss,WR-SL,WR,OFF,1,Elijah Metcalf,GR,True,False
Southern Miss,LT,OL,OFF,1,Blake Bustard,GR,True,False
Southern Miss,LT,OL,OFF,2,Jez Janvier,SR,True,True
Southern Miss,LG,OL,OFF,1,Greg Nunnery,SR,True,False
Southern Miss,LG,OL,OFF,2,Luke Rogers,SO,False,True
Southern Miss,C,OL,OFF,1,Broderick Roman,SR,True,True
Southern Miss,C,OL,OFF,2,Cooper Frazier,GR,True,False
Southern Miss,RG,OL,OFF,1,Aloali'i Maui,SR,True,False
Southern Miss,RT,OL,OFF,2,RJ Whitehead,JR,True,True
Southern Miss,TE,TE,OFF,1,Kadinn Morris,SR,True,True
Southern Miss,TE,TE,OFF,2,Kyirin Heath,SR,True,False
Southern Miss,QB,QB,OFF,1,Braylon Braxton,SR,True,True
Southern Miss,QB,QB,OFF,2,Landry Lyddy,JR,True,True
Southern Miss,QB,QB,OFF,3,John White,FR,False,True
Southern Miss,RB,RB,OFF,1,Jeffery Pittman,JR,True,True
Southern Miss,RB,RB,OFF,2,Matt Jones,SR,True,True
Southern Miss,RB,RB,OFF,3,Robert Briggs,JR,True,True
Southern Miss,LDE,EDGE,DEF,2,JJ Hawkins,JR,True,True
Southern Miss,NT,DT,DEF,1,Isaiah Gibson Sr.,SR,True,True
Southern Miss,DT,DT,DEF,1,Brodarius Lewis,GR,True,False
Southern Miss,RDE,EDGE,DEF,2,Jameer Lewis,SR,True,False
Southern Miss,WLB,LB,DEF,2,Mathis Haygood,SO,True,True
Southern Miss,MLB,LB,DEF,2,Joseph Harper,SR,False,True
Southern Miss,LCB,CB,DEF,2,Brendan Toles,SR,False,True
Southern Miss,SS,SAF,DEF,2,Josh Battle,SR,True,True
Southern Miss,FS,SAF,DEF,2,Dominick Hill,SR,True,True
Southern Miss,RCB,CB,DEF,1,Josh Moten,SR,True,True
Southern Miss,NB,CB,DEF,2,MaLik Caswell,FR,True,True
Stanford,WR-X,WR,OFF,1,Carter Shaw,JR,True,True
Stanford,WR-X,WR,OFF,2,Jordan Onovughe,JR,True,True
Stanford,WR-Z,WR,OFF,1,JonAnthony Hall,FR,False,True
Stanford,WR-Z,WR,OFF,2,Zion Robinson,FR,False,False
Stanford,WR-Z,WR,OFF,3,Liam Thorpe,SO,False,False
Stanford,WR-SL,WR,OFF,1,Nico Brown,SR,True,True
Stanford,WR-SL,WR,OFF,2,Caden High,SR,True,False
Stanford,WR-SL,WR,OFF,3,Marcus Brown,SO,False,True
Stanford,LT,OL,OFF,1,Niki Prongos,SR,True,True
Stanford,LT,OL,OFF,2,Charlie Symonds,JR,False,True
Stanford,LG,OL,OFF,1,Nick Fattig,JR,True,True
Stanford,LG,OL,OFF,2,Josh Williams,SO,False,False
Stanford,C,OL,OFF,1,Fisher Anderson,SR,False,True
Stanford,C,OL,OFF,2,Nathan Mejia,SR,True,True
Stanford,C,OL,OFF,3,Carson Caplan,SO,False,True
Stanford,RG,OL,OFF,1,Simione Pale,JR,False,True
Stanford,RG,OL,OFF,2,Ziron Brown,SO,False,True
Stanford,RT,OL,OFF,1,Kahlil House,JR,False,False
Stanford,RT,OL,OFF,2,Dara Adeyemi,SO,True,True
Stanford,TE,TE,OFF,1,Benji Blackburn,JR,False,False
Stanford,TE,TE,OFF,2,Chico Holt,JR,True,True
Stanford,TE,TE,OFF,3,Reiman Zebert,FR,False,True
Stanford,QB,QB,OFF,1,Davis Warren,GR,True,False
Stanford,QB,QB,OFF,2,Dylan Rizk,JR,True,True
Stanford,QB,QB,OFF,3,Charlie Mirer,SR,False,True
Stanford,RB,RB,OFF,1,Micah Ford,JR,False,False
Stanford,RB,RB,OFF,2,Sedrick Irvin,SR,False,False
Stanford,RB,RB,OFF,3,Tuna Altahir,SR,True,True
Stanford,LDE,EDGE,DEF,1,Omar Staples,JR,False,True
Stanford,LDE,EDGE,DEF,2,Joe Asiain,SO,False,True
Stanford,NT,DT,DEF,1,Braden Marceau-Olayinka,JR,False,True
Stanford,NT,DT,DEF,2,Jacobi Murray,SO,False,True
Stanford,RDE,EDGE,DEF,1,Zach Rowell,SR,False,True
Stanford,RDE,EDGE,DEF,2,Connor Bachhuber,SO,False,True
Stanford,LOLB,LB,DEF,1,Tevarua Tafiti,SR,False,True
